User,collect_list(Reco)
90352,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
90564,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
90616,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
90812,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
90906,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
91052,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
91166,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
91619,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
91808,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
92219,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
92224,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
92253,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
92342,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
93250,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
93581,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
93751,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
93752,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
93869,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
94614,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
94645,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
94712,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
94827,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
95033,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
95688,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
95710,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
96028,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
96169,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
96353,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
97322,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
98531,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
98657,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
98961,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
99000,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
99051,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
99530,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
99908,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
99951,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
100016,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
100090,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
409,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
578,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
663,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
926,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
1077,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
1659,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
1777,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
1820,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
1978,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
2022,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
2975,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
3216,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
4047,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
4227,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
4363,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
4397,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
4526,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
4653,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
5370,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
5765,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
5843,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
6028,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
6045,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
6495,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
6629,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
6650,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
6746,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
6792,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
6880,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
7032,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
7197,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
7710,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
7742,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
8270,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
8452,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
8825,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
8888,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
9226,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
9236,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
9474,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
9657,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
10082,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
10227,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
10415,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
11461,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
12000,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
12368,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
12708,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
12889,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
13297,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
13488,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
14351,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
14513,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
14531,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
14824,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
14945,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15053,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15085,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
15438,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
15543,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
15570,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
15922,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
16394,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
16580,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
16695,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
18028,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
18129,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
18779,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
19172,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
19202,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
19276,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
19359,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
19569,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
19575,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
19589,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
19819,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
19929,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
20613,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
20798,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
20808,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
20827,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
20875,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
20904,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
21319,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
21417,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
21788,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
21979,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
22392,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
22624,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
22656,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
22751,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
22752,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
22854,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
23229,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
23234,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
23390,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
23395,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
23423,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
23662,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
23664,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
24915,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
25117,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
25374,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
25440,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
26333,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
26401,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
26688,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
26949,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
27603,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
27902,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
27952,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
28424,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
28450,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
28513,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
28547,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
28898,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
28932,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
28951,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
28990,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
29261,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
29763,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
29795,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
29877,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
30297,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
30590,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
31533,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
31979,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
32009,"[5, 18, 20, 10, 1, 7, 9, 23, 15, 21]"
32103,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
32367,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
32395,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
32683,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
33076,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
33156,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
33777,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
34423,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
35236,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
35338,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
35341,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
35568,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
36206,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
36214,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
36377,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
37033,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
37207,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
37738,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
38034,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
38183,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
38566,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
38761,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
38972,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
39373,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
39907,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
40185,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
40411,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
40546,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
40800,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
41062,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
41282,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
41349,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
41507,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
42259,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
42274,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
42541,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
42576,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
42956,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
43218,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
43591,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
43680,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
43997,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
44431,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
44832,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
45103,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
45745,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
45800,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
45849,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
46355,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
46720,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
46907,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
46969,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
47822,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
48069,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
48182,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
49127,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
49443,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
49754,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
50051,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
50339,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
50498,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
50909,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
51240,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
53572,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
53875,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
54268,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
54297,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
54305,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
54587,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
54602,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
54966,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
55031,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
55109,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
55514,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
55650,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
55659,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
56071,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
56265,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
56498,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
56822,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
57223,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
57505,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
57834,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
58062,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
58348,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
58967,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
59082,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
59435,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
59603,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
59964,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
60189,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
60554,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
60688,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
60749,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
60947,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
61003,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
61192,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
61536,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
61594,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
62739,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
62751,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
62774,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
62818,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
63027,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
63407,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
63436,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
63764,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
63842,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
63948,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
64165,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
64326,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
64573,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
65204,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
65451,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
65683,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
65831,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
65893,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
66122,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
66279,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
66288,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
66430,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
66573,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
66998,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
67654,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
68068,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
68089,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
68138,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
68220,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
68462,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
68819,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
68911,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
69108,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
69198,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
69283,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
69396,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
69462,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
69508,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
69778,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
69891,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
70625,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
70766,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
71114,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
71192,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
71756,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
71792,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
72374,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
72393,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
72520,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
72720,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
72907,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
72994,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
73231,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
73896,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
73995,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
74196,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
74282,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
75042,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
75223,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
75444,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
76170,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
76460,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
76761,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
76980,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
77084,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
77354,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
77543,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
77978,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
77993,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
78138,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
78206,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
78294,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
78743,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
78834,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
79865,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
79885,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
80356,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
80776,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
81109,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
81119,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
81176,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
81395,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
81715,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
82036,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
82343,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
83246,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
83477,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
83723,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
83752,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
83903,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
83993,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
84040,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
84238,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
84240,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
84494,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
84744,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
84880,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
85453,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
85656,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
86099,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
86371,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
86486,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
86623,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
86908,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
86960,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
87229,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
87243,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
87368,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
87528,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
87568,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
87845,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
87959,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
87998,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
88059,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
88081,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
88189,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
88248,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
88374,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
89083,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
89087,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
89265,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
90124,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
